"Archivo","Plantilla","Rubro","Categoría","Productos/Servicios"
"Alimentos y Bebidas/01-dashboard-financiero-Bodega.xlsx","Dashboard Financiero","Bodega","Alimentos y Bebidas","Arroz 5kg | Aceite 1L | Azúcar 1kg | Fideos 800g | Atún lata | Leche evaporada | Gaseosa 1.5L | Pan ciabatta"
"Entretenimiento/34-proyeccion-flujo-Discoteca.xlsx","Proyección Flujo de Caja","Discoteca","Entretenimiento","Entrada general | Entrada VIP | Mesa reservada | Botella de licor | Jarra de cóctel | Cerveza | Energizante | Cumpleaños"
"Entretenimiento/01-dashboard-financiero-Karaoke.xlsx","Dashboard Financiero","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/02-control-ventas-Karaoke.xlsx","Control de Ventas","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/03-inventario-Karaoke.xlsx","Control de Inventario","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/04-presupuesto-anual-Karaoke.xlsx","Presupuesto Anual","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/05-flujo-de-caja-Karaoke.xlsx","Flujo de Caja","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/06-gestion-proyectos-Karaoke.xlsx","Gestión de Proyectos","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/07-analisis-kpis-Karaoke.xlsx","Análisis de KPIs","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/08-control-gastos-Karaoke.xlsx","Control de Gastos","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/09-planilla-personal-Karaoke.xlsx","Planilla de Personal","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/10-cuentas-por-cobrar-Karaoke.xlsx","Cuentas por Cobrar","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/11-caja-diaria-Karaoke.xlsx","Caja Diaria","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/12-compras-proveedores-Karaoke.xlsx","Compras y Proveedores","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/13-balance-general-Karaoke.xlsx","Balance General","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/14-estado-resultados-Karaoke.xlsx","Estado de Resultados","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/15-flujo-efectivo-indirecto-Karaoke.xlsx","Flujo de Efectivo Indirecto","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/16-conciliacion-bancaria-Karaoke.xlsx","Conciliación Bancaria","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/17-libro-diario-Karaoke.xlsx","Libro Diario y Mayor","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/18-ratios-financieros-Karaoke.xlsx","Ratios Financieros","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/19-control-tributario-Karaoke.xlsx","Control Tributario","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/20-presupuesto-centros-costo-Karaoke.xlsx","Presupuesto Centros de Costo","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/21-activos-fijos-Karaoke.xlsx","Activos Fijos y Depreciación","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/22-punto-equilibrio-Karaoke.xlsx","Punto de Equilibrio","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/23-estados-comparativos-Karaoke.xlsx","Estados Comparativos 3 Años","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/24-costeo-ordenes-Karaoke.xlsx","Costeo porÓrdenes de Trabajo","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/25-calculadora-cts-Karaoke.xlsx","Calculadora CTS","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/26-gratificaciones-Karaoke.xlsx","Calculadora Gratificaciones","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/27-amortizacion-Karaoke.xlsx","Cuadro de Amortización","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/28-vacaciones-Karaoke.xlsx","Calculadora Vacaciones","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/29-afp-onp-Karaoke.xlsx","Calculadora AFP/ONP","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/30-nomina-Karaoke.xlsx","Calculadora Nómina","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/31-roi-Karaoke.xlsx","Calculadora ROI","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/32-ipc-Karaoke.xlsx","Calculadora IPC","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/33-endeudamiento-Karaoke.xlsx","Capacidad Endeudamiento","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/34-proyeccion-flujo-Karaoke.xlsx","Proyección Flujo de Caja","Karaoke","Entretenimiento","Sala por hora | Sala VIP | Entrada | Pichela de licor | Snacks | Gaseosa | Cerveza x6 | Combo cumpleaños"
"Entretenimiento/01-dashboard-financiero-Salon de Juegos.xlsx","Dashboard Financiero","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/02-control-ventas-Salon de Juegos.xlsx","Control de Ventas","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/03-inventario-Salon de Juegos.xlsx","Control de Inventario","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/04-presupuesto-anual-Salon de Juegos.xlsx","Presupuesto Anual","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/05-flujo-de-caja-Salon de Juegos.xlsx","Flujo de Caja","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/06-gestion-proyectos-Salon de Juegos.xlsx","Gestión de Proyectos","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/07-analisis-kpis-Salon de Juegos.xlsx","Análisis de KPIs","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/08-control-gastos-Salon de Juegos.xlsx","Control de Gastos","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/09-planilla-personal-Salon de Juegos.xlsx","Planilla de Personal","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/10-cuentas-por-cobrar-Salon de Juegos.xlsx","Cuentas por Cobrar","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/11-caja-diaria-Salon de Juegos.xlsx","Caja Diaria","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/12-compras-proveedores-Salon de Juegos.xlsx","Compras y Proveedores","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/13-balance-general-Salon de Juegos.xlsx","Balance General","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/14-estado-resultados-Salon de Juegos.xlsx","Estado de Resultados","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/15-flujo-efectivo-indirecto-Salon de Juegos.xlsx","Flujo de Efectivo Indirecto","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/16-conciliacion-bancaria-Salon de Juegos.xlsx","Conciliación Bancaria","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/17-libro-diario-Salon de Juegos.xlsx","Libro Diario y Mayor","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/18-ratios-financieros-Salon de Juegos.xlsx","Ratios Financieros","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/19-control-tributario-Salon de Juegos.xlsx","Control Tributario","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/20-presupuesto-centros-costo-Salon de Juegos.xlsx","Presupuesto Centros de Costo","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/21-activos-fijos-Salon de Juegos.xlsx","Activos Fijos y Depreciación","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/22-punto-equilibrio-Salon de Juegos.xlsx","Punto de Equilibrio","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/23-estados-comparativos-Salon de Juegos.xlsx","Estados Comparativos 3 Años","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/24-costeo-ordenes-Salon de Juegos.xlsx","Costeo porÓrdenes de Trabajo","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/25-calculadora-cts-Salon de Juegos.xlsx","Calculadora CTS","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/26-gratificaciones-Salon de Juegos.xlsx","Calculadora Gratificaciones","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/27-amortizacion-Salon de Juegos.xlsx","Cuadro de Amortización","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/28-vacaciones-Salon de Juegos.xlsx","Calculadora Vacaciones","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/29-afp-onp-Salon de Juegos.xlsx","Calculadora AFP/ONP","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/30-nomina-Salon de Juegos.xlsx","Calculadora Nómina","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/31-roi-Salon de Juegos.xlsx","Calculadora ROI","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/32-ipc-Salon de Juegos.xlsx","Calculadora IPC","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/33-endeudamiento-Salon de Juegos.xlsx","Capacidad Endeudamiento","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/34-proyeccion-flujo-Salon de Juegos.xlsx","Proyección Flujo de Caja","Salón de Juegos","Entretenimiento","Fichas de juego | Máquina arcade | Máquina de premios | Billar por hora | Fútbolito por hora | Cumpleaños infantil | Recarga de fichas | Promoción familiar"
"Entretenimiento/01-dashboard-financiero-Polideportivo.xlsx","Dashboard Financiero","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/02-control-ventas-Polideportivo.xlsx","Control de Ventas","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/03-inventario-Polideportivo.xlsx","Control de Inventario","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/04-presupuesto-anual-Polideportivo.xlsx","Presupuesto Anual","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/05-flujo-de-caja-Polideportivo.xlsx","Flujo de Caja","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/06-gestion-proyectos-Polideportivo.xlsx","Gestión de Proyectos","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/07-analisis-kpis-Polideportivo.xlsx","Análisis de KPIs","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/08-control-gastos-Polideportivo.xlsx","Control de Gastos","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/09-planilla-personal-Polideportivo.xlsx","Planilla de Personal","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/10-cuentas-por-cobrar-Polideportivo.xlsx","Cuentas por Cobrar","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/11-caja-diaria-Polideportivo.xlsx","Caja Diaria","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/12-compras-proveedores-Polideportivo.xlsx","Compras y Proveedores","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/13-balance-general-Polideportivo.xlsx","Balance General","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/14-estado-resultados-Polideportivo.xlsx","Estado de Resultados","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/15-flujo-efectivo-indirecto-Polideportivo.xlsx","Flujo de Efectivo Indirecto","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/16-conciliacion-bancaria-Polideportivo.xlsx","Conciliación Bancaria","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/17-libro-diario-Polideportivo.xlsx","Libro Diario y Mayor","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/18-ratios-financieros-Polideportivo.xlsx","Ratios Financieros","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/19-control-tributario-Polideportivo.xlsx","Control Tributario","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/20-presupuesto-centros-costo-Polideportivo.xlsx","Presupuesto Centros de Costo","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/21-activos-fijos-Polideportivo.xlsx","Activos Fijos y Depreciación","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/22-punto-equilibrio-Polideportivo.xlsx","Punto de Equilibrio","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/23-estados-comparativos-Polideportivo.xlsx","Estados Comparativos 3 Años","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/24-costeo-ordenes-Polideportivo.xlsx","Costeo porÓrdenes de Trabajo","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/25-calculadora-cts-Polideportivo.xlsx","Calculadora CTS","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/26-gratificaciones-Polideportivo.xlsx","Calculadora Gratificaciones","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/27-amortizacion-Polideportivo.xlsx","Cuadro de Amortización","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/28-vacaciones-Polideportivo.xlsx","Calculadora Vacaciones","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/29-afp-onp-Polideportivo.xlsx","Calculadora AFP/ONP","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/30-nomina-Polideportivo.xlsx","Calculadora Nómina","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/31-roi-Polideportivo.xlsx","Calculadora ROI","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/32-ipc-Polideportivo.xlsx","Calculadora IPC","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/33-endeudamiento-Polideportivo.xlsx","Capacidad Endeudamiento","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/34-proyeccion-flujo-Polideportivo.xlsx","Proyección Flujo de Caja","Polideportivo","Entretenimiento","Alquiler cancha fulbito | Alquiler cancha básquet | Alquiler cancha vóley | Alquiler por hora | Campeonato | Escuela de fútbol | Profesor de fulbito | Alquiler nocturno"
"Entretenimiento/01-dashboard-financiero-Hotel.xlsx","Dashboard Financiero","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/02-control-ventas-Hotel.xlsx","Control de Ventas","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/03-inventario-Hotel.xlsx","Control de Inventario","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/04-presupuesto-anual-Hotel.xlsx","Presupuesto Anual","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/05-flujo-de-caja-Hotel.xlsx","Flujo de Caja","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/06-gestion-proyectos-Hotel.xlsx","Gestión de Proyectos","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
